requirement_id,source_anchor,requirement,contract_or_algorithm,executable_evidence,gate
M04-01-R14,"dossier:1138","Make every mandatory field unit identity key and version rule machine-validatable with zero undocumented optionality","strict required fields exact seven keys closed terms extra-forbid and relational validators","identity_metadata_versions unknown_field_rejected and missing/extra collection checks",G0
M04-01-R15,"dossier:1138","Provide a versioned implementation declared uncertainty locked unit integration benchmark evidence and safe failure","versioned public contracts interface parity preflight and evidence package","focused tests interface tests eval report and benchmark report",G0
M04-01-R16,"dossier:1140","Provide locked tests benchmark traceability risk-control verification data/model/reference manifest reviewer sign-off and rollback evidence","fixture docs traceability executable eval benchmark and governed review/rollback plans","static artifact audit complete eval report benchmark report and release review record",G0
M04-01-R17,"dossier:1142","Bind ownership safety and evidence gate exactly to ML engineering S2 G0","literal contract manifest and plugin metadata","module identity assertions across fixture schema plugin and result",G0
M04-01-R18,"dossier:1150-1152","Exercise 100 percent of locked critical contract/schema cases with zero silent coercions","declared-versus-executed coverage oracle and strict model validation","46 declared equals 46 executed unknown_field_rejected scalar_coercion_rejected",G0
M04-01-R19,"dossier:1153","Do not claim future G1 primary-error tolerance from declaration-conformance evidence","claims ceiling and fixed limitations","recursive authority oracle and evidence-doc claims audit",G0
M04-01-R20,"dossier:1154","Do not claim future G3 robustness shift or perturbation qualification","claims ceiling and no model execution","evidence-doc claims audit",G0
M04-01-R21,"dossier:1155","Do not claim future G3 nominal coverage calibration or abstention validation","non-calibrated uncertainty contract and model manifest","fixed limitations and result authority assertions",G0
M04-01-R22,"dossier:1156","Lock ownership consent provenance auditability and append-only recovery at G0 without claiming completed future G4 qualification","preflight immutable provenance recursive ownership and supersession invariants","authorization privacy forgery and corrected-supersession cases",G0
M04-01-R23,"locked-risk:authorization","Check each of seven authorization controls before any governed traversal including hostile mappings and dict subclasses","raw mapping-safe preflight returning an opaque validated capability","each_unauthorized_control_denied_zero_traversal and hostile_dict_subclass_denied_zero_traversal",G0
M04-01-R24,"locked-risk:protocol-shape","Require exactly 11 protocol sections with no missing duplicate unknown or extra section","closed ProtocolSection vocabulary exact-set validator and installed cap","canonical builder plus each_first_excess_collection_cap_rejected",G0
M04-01-R25,"locked-risk:reference-closure","Close canonical isoform genome transcript PTM annotation coordinate and artifact identity declarations","reference-bundle and separate reference-cardinality validators plus coordinate-policy genome transcript and protein conventions coordinate_mapping_version and explicit validation/conversion booleans","bundle_coordinate_closure group",G0
M04-01-R26,"locked-risk:evidence-eligibility","Require exact bundle-relative bottom-up uniqueness intact top-down proteoform transcript-backed splice genome-backed variant no shared-member promotion and independent discriminators","evidence-eligibility-policy and isoform-discrimination-policy invariants","evidence_isoform_compatibility group",G0
M04-01-R27,"locked-risk:ptm-localization","Require reviewed localization threshold/unit residue validation labile handling ambiguous-site preservation and unlocalized-not-absent semantics","modification-localization-policy invariants","ptm_localization_semantics group",G0
M04-01-R28,"locked-risk:quantification","Require reviewed quantification/normalization pairs explicit zero observation semantics and distinct missing not-detected below-LOD states","quantification-policy and unresolved-semantics invariants","quantification_discordance_handoff group",G0
M04-01-R29,"locked-risk:identity-versions","Require exact seven identity keys and exact assay specimen vocabulary unit and schema/profile versions","closed identity and metadata-version declarations with exact reviewed-profile matching","identity_metadata_versions group",G0
M04-01-R30,"locked-risk:unresolved","Require all ten unresolved states without omission aliasing conflation negative-finding conversion or silent fallback","closed exact-set unresolved declaration and relational invariants","unresolved_state_omission_or_conflation_rejected and missing_nondetected_below_lod_remain_distinct",G0
M04-01-R31,"locked-risk:handoff","Require exactly eight safe digest-bound metadata-only handoff roles","closed discordance-handoff schema exact role set and digest closure","unsafe_or_incomplete_handoff_rejected and parent_and_all_authority_flags_exact",G0
M04-01-R32,"locked-risk:strict-ingress","Reject duplicate JSON keys coercion non-finite values unknown members/terms missing required values contradictions and stale derived fields","strict immutable reconstruction and relational validators","unknown_field_rejected scalar_coercion_rejected duplicate_reviewed_entry_rejected stale_profile_schema_pin_rejected",G0
M04-01-R33,"locked-risk:caps","Accept exact maxima of 4 applicabilities 64 bundles 32 per version collection 8 coordinate profiles 16 quantification pairs 5 evidence classes 3 labile handlings 5 discriminator classes and scalar minimum-independent-discriminators 16 plus 11 sections 7 identity keys 10 unresolved states 8 handoff roles 21 evidence 3 limitations and reject a canonical request above 4194304 bytes","field caps aggregate canonical-byte guard and exact maximum profile","maximum_profile_shape_conforms each_first_excess_collection_cap_rejected canonical_request_over_4mib_rejected",G0
M04-01-R34,"locked-risk:canonicalization","Produce complete request result and receipt equality with stable field-owned digests under semantic set reordering","canonical set normalization before content hashing while duplicate validation remains strict","coordinate_declaration_reorder_invariant and semantic_set_reorder_same_digest",G0
M04-01-R35,"locked-risk:privacy","Use opaque content-derived identifiers enforce artifact media allowlist and never reflect biological payload canaries","namespaced identifier validator media-type allowlist and recursive forbidden-content oracle","recursive_identifiers_are_opaque artifact_media_type_allowlist_enforced biological_canary_never_reflected",G0
M04-01-R36,"locked-risk:forgery","Reject request/context splits and any re-signed result finding receipt evidence or provenance forgery","strict reconstruction rederives every owned identifier digest finding and nested binding","request_context_identifier_split_rejected result_digest_or_finding_forgery_rejected receipt_evidence_or_provenance_forgery_rejected",G0
M04-01-R37,"locked-risk:result-shape","Emit exactly 21 evidence records and three fixed limitations at maximum with closed pass/fail conformant/nonconformant and conformant/quarantined vocabularies","closed output receipt evidence limitation finding status and disposition contracts","maximum_profile_shape_conforms and recursive result-shape assertions",G0
M04-01-R38,"locked-risk:authority","Keep exact parent context and every biological model clinical and external-authority flag false","literal output ceiling and recursive forbidden-key oracle","parent_and_all_authority_flags_exact",G0
M04-01-R39,"locked-interface:schemas","Export exactly 13 named JSON Schema 2020-12 contracts and reject unknown schema names","closed schema registry for request output protocol profile reference-bundle reference-cardinality coordinate-policy evidence-eligibility-policy isoform-discrimination-policy modification-localization-policy quantification-policy discordance-handoff and receipt","schema registry unit and HTTP/CLI parity tests",G0
M04-01-R40,"locked-interface:public","Expose one Python operation plus strict HTTP POST schema GET and CLI validate/export-schema boundaries with typed parity","evaluate_proteoform_protocol service adapters and shared public serializers","integration parity tests over success quarantine rejection and schema export",G0
M04-01-R41,"locked-benchmark","After untimed maximum-profile setup and warm-up time exactly 25 public calls with mean at most 2 seconds and p95 at most 3 seconds","perf_counter_ns samples deterministic equality and nearest-rank p95","evals/m04_01/benchmark.py report",G0
M04-01-R42,"locked-corpus","Lock exactly eight groups 46 unique cases allocated 6/6/6/5/5/9/3/6 and execute every declared case exactly once","fixture inventory parser and coverage-set equality oracle","evals/m04_01/run.py corpus.locked_inventory and corpus.executable_coverage",G0
M04-01-R43,"manifest:data","Use only small synthetic non-clinical declarations and 21 compact result-evidence items without measurements sequences accessions patient data or clinical labels","data manifest closed schemas and recursive privacy boundary","manifest inspection fixture audit and biological_canary_never_reflected",G0
M04-01-R44,"manifest:model","Install and execute zero models; retain PCA/ICA and multi-block PLS names only as declared_not_executed dossier architecture entries","zero model dependencies artifacts weights fitting prediction scoring and calibration","model-manifest inspection import/runtime audit and fixed limitations",G0
M04-01-R45,"manifest:reference","Bind exact caller-declared canonical isoform genome transcript PTM coordinate vocabulary unit assay and specimen references without fetch parse mutation authentication or truth claim","reference manifest strict receipts media allowlist and content digests","bundle closure media allowlist forgery and recursive ownership cases",G0
M04-01-R46,"reviewer-signoff","Require externally governed reviewer identity role decision timestamp and exact reviewed digests without self-approval","review-state contract and module-manifest sign-off record","quarantine/recovery assertions and governed release sign-off artifact",G0
M04-01-R47,"rollback","Quarantine or reject retain immutable evidence restore the last approved deployment externally issue a superseding request replay all evidence and obtain new sign-off","append-only supersession provenance and documented rollback procedure","corrected_superseding_request_succeeds full eval replay benchmark replay and release record",G0
M04-01-R48,"claims-ceiling","Validate declarations only and make no proteoform isoform PTM abundance discordance proteotype subtype kinase model biological treatment or clinical inference","closed result authority flags exactly three limitations and no-model manifest","parent_and_all_authority_flags_exact biological_canary_never_reflected and evidence-doc audit",G0
